id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license,Cluster,Anomaly
1021219,"Lovely room 2 & garden; Best area, Legal rental",53343148512,verified,Brad,Brooklyn,South Slope,40.66869,-73.9878,United States,US,True,moderate,Private room,2003.0,0.922608695652174,$222 ,0.17865463016889926,0.1640625,6/21/2019,1.41,,3.0,0.11554109031733117,Unknown,Unknown,1,1
1021771,Clean and Quiet in Brooklyn,26207748876,verified,Arthur,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,United States,US,False,moderate,Private room,2004.0,0.13304347826086957,$41 ,0.18680838672102507,0.0,Unknown,,,1.0,0.08245185787903445,NO Shoes in the house. This is why my house is so clean!  NO Smoking inside or outside (cigarettes or anything else).  NO Parties (inside or outside). NO pets (inside or out)  This is a nice quiet neighborhood. Please be respectful of others.,Unknown,2,1
1022323,Cute apt in artist's home,88653822946,verified,Joyce,Brooklyn,Bushwick,40.70186,-73.92745,United States,US,True,moderate,Entire home/apt,2005.0,0.9104347826086957,$219 ,0.1783634245777519,0.2255859375,6/22/2019,1.96,3.0,2.0,0.06075400054244644,"Please no shoes inside the house and no  smoking (cigarettes or anything else) either in or outside. Please be respectful of neighbors in the evening and early morning (10pm-7am). When you leave at the end of your stay, please take your trash outside to the large garbage bin at the end of the driveway.",Unknown,1,1
1023428,LowerEastSide apt share shortterm 1,31736204344,Unknown,Clark,Manhattan,Lower East Side,40.71401,-73.98917,United States,US,True,moderate,Shared room,2012.0,0.8347826086956522,$202 ,0.17821782178217824,0.208984375,7/5/2019,1.81,5.0,4.0,0.03254678600488202,"Not smoking, drugs, or alcoholics allow. Guest most inform the purpose of their trip and provide ID or passport upon arrival. Only 1 gust allow unless the guest consult the host first for any other type of arrangements.",Unknown,1,1
1023980,ENJOY Downtown NYC!,63131487263,unconfirmed,Byron,Manhattan,East Village,40.7229,-73.98199,United States,US,False,strict,Private room,2005.0,0.44608695652173913,$113 ,0.1783634245777519,0.2392578125,6/21/2019,2.08,3.0,2.0,0.09872525088147546,Unknown,Unknown,0,1
1026190,BEST BET IN HARLEM,2107606817,unconfirmed,Chester,Manhattan,Harlem,40.81175,-73.94478,United States,US,True,flexible,Entire home/apt,2006.0,0.010434782608695653,$12 ,0.17909143855562026,0.0947265625,6/13/2019,0.84,,1.0,0.043938161106590726,- Quiet hours between 10pm-6am - Visitors in common spaces only,Unknown,2,1
1027294,"1 Stop fr. Manhattan! Private Suite,Landmark Block",81253735818,unconfirmed,Victoria,Queens,Long Island City,40.74771,-73.9474,United States,US,True,flexible,Private room,2022.0,0.7530434782608696,$183 ,0.17850902737332558,0.2421875,7/1/2019,2.25,,1.0,0.009764035801464606,"The room is strictly non-smoking, however, you can smoke in the back porch. No drugs! No visitors without previous authorization. We do prefer adults since the house is not ""child proof"" and, we are full time workers. Babies OK!  Please, keep in mind that, this is not a hotel.  The room should be left in good condition and picked up when you leave.  Longer term renters use of kitchen and other facilities can be arranged.",Unknown,1,1
1031160,Greenpoint Place...Has It All!,52857769781,unconfirmed,Madaline,Brooklyn,Greenpoint,40.73506,-73.95392,United States,US,True,moderate,Entire home/apt,2014.0,0.1773913043478261,$51 ,0.17850902737332558,0.3203125,6/29/2019,2.82,5.0,1.0,0.02874966097097912,Strictly NO smoking. No loud noises after 10pm.,Unknown,2,1
1032265,Williamsburg 1 bedroom Apartment,84933495312,unconfirmed,Paul,Brooklyn,Williamsburg,40.70881,-73.9593,United States,US,False,moderate,Entire home/apt,2012.0,0.3382608695652174,$88 ,0.1824403028538148,0.1025390625,6/22/2019,0.9,5.0,1.0,0.02874966097097912,No smoking or pets. Don't forget to recycle.,Unknown,0,1
1033369,Unknown,48877238684,Unknown,Sophia,Manhattan,Hell's Kitchen,40.75531,-73.99293,United States,US,True,strict,Private room,2006.0,0.5286956521739131,$132 ,0.1783634245777519,0.2822265625,6/9/2019,2.49,3.0,2.0,0.02874966097097912,Unknown,Unknown,0,1
1035579,Unknown,51930287368,unconfirmed,George,Manhattan,Chelsea,40.74623,-73.9953,United States,US,True,moderate,Entire home/apt,2004.0,0.6339130434782609,$156 ,0.20428072218986607,0.0048828125,11/3/2018,0.12,2.0,1.0,0.02874966097097912,Unknown,Unknown,0,1
1036683,Unknown,91715353208,Unknown,Sabrina,Brooklyn,Prospect Heights,40.67811,-73.96428,United States,US,True,flexible,Entire home/apt,2012.0,0.22,$61 ,0.1824403028538148,0.1396484375,1/26/2019,1.33,1.0,2.0,0.02874966097097912,No smoking indoors,Unknown,2,1
1037788,Your Heaven in Hells Kitchen,20543275700,verified,Melissa,Manhattan,Hell's Kitchen,40.75979,-73.99119,United States,US,False,strict,Private room,2013.0,0.5182608695652174,$129 ,0.1824403028538148,0.1865234375,Unknown,1.65,1.0,1.0,0.02874966097097912,Unknown,Unknown,0,1
1038892,"Sunny, Modern room in East Village!",79667908130,unconfirmed,Walter,Manhattan,East Village,40.72649,-73.97904,United States,US,False,strict,Private room,2015.0,0.03217391304347826,$17 ,0.17821782178217824,0.330078125,7/1/2019,4.72,3.0,2.0,0.02874966097097912,Unknown,Unknown,2,1
1040549,SpaHa Loft: Enormous and Bright,27952493551,Unknown,Adelaide,Manhattan,East Harlem,40.80164,-73.93922,United States,US,False,flexible,Entire home/apt,2017.0,0.4121739130434783,$105 ,0.17865463016889926,0.185546875,6/23/2019,1.64,4.0,1.0,0.02874966097097912,Unknown,Unknown,0,1
1043863,Manhattan Room,11468499446,verified,Sofia,Unknown,Upper East Side,40.76865,-73.95058,United States,US,False,strict,Private room,2007.0,0.05739130434782609,$23 ,0.17821782178217824,0.138671875,7/6/2019,1.5,4.0,1.0,0.02874966097097912,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. Please confirm in your message that you're ok with this ""house rule.""",Unknown,2,1
1044415,Little King of Queens,68599531533,unconfirmed,Melanie,Unknown,Woodside,40.75038,-73.90334,United States,US,True,flexible,Private room,2012.0,0.0034782608695652223,$11 ,0.1824403028538148,0.0244140625,Unknown,0.22,2.0,1.0,0.02874966097097912,No Street Shoes allowed in House. No cooking Keep rooms Neat and Clean,Unknown,2,1
1049938,Oh glorious spring!,7693754055,unconfirmed,Ellia,Manhattan,East Village,40.72334,-73.9844,United States,US,False,flexible,Private room,2022.0,0.06347826086956522,$25 ,0.17850902737332558,0.189453125,6/30/2019,1.73,2.0,1.0,0.02874966097097912,Rules are to respect everyone in the home and keep the place clean as is found.,Unknown,2,1
1051043,Cozy Bedroom in Williamsburg 3 BR,14067827221,unconfirmed,Lilianna,Unknown,Williamsburg,40.71156,-73.96218,United States,US,False,moderate,Private room,2015.0,0.18782608695652175,$53 ,0.17850902737332558,0.169921875,6/22/2019,1.54,5.0,4.0,0.02874966097097912,Dryer and Washing Machine are in Basement (1.00 each) Please pick up after yourself :),Unknown,2,1
1053805,Charming 1 bed GR8 WBurg LOCATION!,85349309260,Unknown,Chester,Brooklyn,Williamsburg,40.70984,-73.95775,United States,US,False,moderate,Entire home/apt,2010.0,0.26956521739130435,$72 ,0.17880023296447292,0.1640625,7/22/2018,1.57,,1.0,0.024952535937076217,"No pets.  Sorry, it takes too long to clean. No smoking. Same reason. No open flames (candles, etc) Unless it is a birthday cake.  No smoking inside the building or outside on the property. $10,000 fine from management billed to guest if you smoke inside the property.  Quiet hours 11 p.m. -7 a.m. (Inside and outside of the property.) Parties are okay, but please respect the other tenants. This may be your vacation, but they have to go to work.  Other tenants are flexible, but they also like to sleep.  ",Unknown,2,1
1057671,House On Henry (3rd FLR Suite),66356095263,unconfirmed,Albert,Brooklyn,Carroll Gardens,40.67967,-74.00154,United States,Unknown,Unknown,flexible,Entire home/apt,2006.0,0.3973913043478261,$101 ,0.17850902737332558,0.2275390625,6/24/2019,2.09,,3.0,0.09167344724708436,"You can smoke on the back porch.  Smallish, well-behaved dogs are welcome.",Unknown,0,1
1059328,"Williamsburg—Steps To Subway, Private Bath&Balcony",14752755860,verified,April,Brooklyn,Williamsburg,40.71332,-73.94177,United States,Unknown,Unknown,moderate,Private room,2004.0,0.7278260869565218,$177 ,0.17850902737332558,0.3271484375,5/29/2019,3.02,1.0,1.0,0.019256848386221864,"No smoking, no pets, and, please, respect our need for quiet after 10 pm.  The walls are thick, so reasonable noise after 10 will not travel beyond your room.",Unknown,1,1
1059880,Beautiful Duplex Apartment,74182934364,verified,Lilianna,Brooklyn,Park Slope,40.66941,-73.98109,United States,Unknown,Unknown,moderate,Entire home/apt,2008.0,0.16782608695652174,$49 ,0.1824403028538148,0.0859375,11/2/2018,0.79,2.0,1.0,0.075128831027936,Unknown,Unknown,2,1
1060432,Large 2 Bedroom Great for Groups!,94662871331,unconfirmed,Tess,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377,United States,Unknown,Unknown,flexible,Entire home/apt,2016.0,0.39130434782608703,$100 ,0.1911764705882353,0.158203125,6/28/2019,1.46,3.0,2.0,0.05397342012476268,"- Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing big parties, small dinner parties or bbq is fine. And... all of the usual stuff that is just good common sense like returning the apartment to the way it looked when you arrived.  At the end of your stay, please strip the beds and put the sheets on the floor next to stairs. Towels can be put with the sheets. Trash and recycling pick up is on Thursday mornings. If you are staying through a Thursday, please put your garbage and recycling outside in the appropriate barrels Wednesday night or by 7:00 am on Thursdays. THANKS!",Unknown,0,1
1062641,"Times Square, Safe, Clean and Cozy!",61210263217,unconfirmed,Kevin,Manhattan,Hell's Kitchen,40.75527,-73.99291,United States,US,True,strict,Private room,2014.0,0.013913043478260875,$13 ,0.1783634245777519,0.326171875,6/16/2019,3.0,1.0,2.0,0.011933821535123406,You will be very comfortable in our home but we ask that guests are respectful of the artwork that we have as we want to keep the place a fun place to hang out!  Please no smoking.,Unknown,2,1
1064298,Park Slope Green Guest House,56820832918,Unknown,Rosie,Brooklyn,South Slope,40.66853,-73.98912,United States,US,True,strict,Entire home/apt,2004.0,0.5052173913043478,$126 ,0.1824403028538148,0.4560546875,12/30/2018,4.22,3.0,2.0,0.07865473284513155,Unknown,Unknown,0,1
1065955,2 story family home in Williamsburg,40328778117,Unknown,Agata,Brooklyn,Williamsburg,40.71942,-73.95748,United States,US,True,flexible,Entire home/apt,2003.0,0.1582608695652174,$46 ,0.17850902737332558,0.31640625,6/23/2019,3.01,,,0.04854895579061568,"No pets No Smoking indoors Please be respectful of my neighbors both inside and outside my home. This means limiting noise after hours, avoiding playing loud music, etc. Please clean up and take out the trash when you leave",Unknown,2,1
1067612,Eveland Private Bed & Living Room w/ Own Entrance,25474679480,Unknown,Fenton,Brooklyn,South Slope,40.66831,-73.98604,United States,US,True,moderate,Private room,,0.35304347826086957,$91 ,0.1783634245777519,0.345703125,5/20/2019,3.2,,,0.06427990235964198,"- There is no dedicated parking spot for this apartment. Use the abundant street parking. - This is a quiet residential neighborhood. No late loud partying allowed. - It's the first (bottom) floor, please do not meander to upper floors and be courteous to the neighbors. - Close all windows and lock doors whenever you leave the house. Very important. This is not a dangerous neighborhood but it's not crime free and the neighbors are very annoyed when this occurs. - No smoking indoors or outdoors close to the apartment. - This is an old house so please be mindful of the noise. - You are welcome to cook of course but leave the place as you found it - There will be basic breakfast in the fridge/freezer and cabinets: bread, chocolate spread, cereals, tea, coffee, etc. Help yourself.",Unknown,0,1
1068164,Sugar Hill Rest Stop,81078988196,Unknown,Madaline,Manhattan,Harlem,40.82754,-73.94919,United States,US,True,moderate,Entire home/apt,2005.0,0.20956521739130438,$58 ,0.1783634245777519,0.1904296875,7/1/2019,2.03,,,0.04963384865744508,My cat is outdoor/indoor so he comes and goes. We are pretty quiet except the occasional radio news in the late morning.,Unknown,2,1
1069821,East Village Sanctuary,21125900343,unconfirmed,Jasmine,Manhattan,East Village,40.72245,-73.98527,United States,US,True,flexible,Entire home/apt,2013.0,0.9173913043478261,$221 ,0.17865463016889926,0.0244140625,12/10/2021,0.23,1.0,,0.11798209926769732,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking and NO parties  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed -Please clean after yourself and dispose of the trash properly,Unknown,1,1
1073135,ACCOMMODATIONS GALORE #1,90525781448,unconfirmed,Daniel,Manhattan,Harlem,40.81618,-73.94894,United States,US,True,flexible,Entire home/apt,2005.0,0.3469565217391305,$90 ,0.17850902737332558,0.1513671875,6/20/2019,1.42,3.0,3.0,0.11391375101708706,Tenant Agreement: House Rules: The landlord reserves the right to inspect the unit to enforce the terms of this agreement at any time. No smoking. No parties. No pets. Reduced noise after 11pm. No sublet. No more than eight people to reside on premises unless given written approval.  No refunds to be given for shortened stays.  No refunds to be given for any cable or internet WI-FI outages.  You are responsible for safe keeping of your own valuables. The landlord is not responsible for lost items.,Unknown,0,1
1073687,Sunny Room in New Condo,35058485479,verified,Victoria,Brooklyn,Clinton Hill,40.68414,-73.96351,United States,US,False,moderate,Private room,2018.0,0.7652173913043478,$186 ,0.17850902737332558,0.25390625,7/3/2019,2.35,4.0,1.0,0.10794684024952536,"Please leave your shoes in the entranceway.  I will leave the house sparkly clean for you and hope that youll do the same for me. ;) If you are a smoker you are welcome to use either the back porch or roofdeck.  There is an ashtray on the back porch.  Please be considerate of neighbors with outdoor noise levels. Congrats! You get to be surrogate parents to the other residents of 9 mark st, Turtle and Froggy, my cats.  Ill leave plenty of food for them but you are responsible for feeding them.... and they will thank you with lots of purring and snuggly lap time.",Unknown,1,1
1074792,NYC artists’ loft with roof deck,48867545848,verified,Lilianna,Brooklyn,Greenpoint,40.73494,-73.9503,United States,US,False,flexible,Private room,2006.0,0.9347826086956522,$225 ,0.17850902737332558,0.1884765625,5/20/2019,1.86,2.0,1.0,0.01952807160292921,Unknown,Unknown,1,1
1077553,Room with En Suite Bathroom & Deck,80213101260,verified,Dominik,Brooklyn,Clinton Hill,40.6873,-73.9634,United States,US,True,strict,Private room,2021.0,0.9930434782608697,$238 ,0.17850902737332558,0.416015625,6/24/2019,3.89,3.0,3.0,0.027664768104149716,No Smoking No Pets No Parties but few friends always welcome Its a private space but keep sounds moderate for neighbors and me,Unknown,1,1
1078106,FLAT MACDONOUGH,12359551036,unconfirmed,Frederick,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,United States,US,False,flexible,Entire home/apt,2010.0,0.47217391304347833,$119 ,0.17850902737332558,0.2216796875,6/23/2019,2.09,5.0,2.0,0.0,Unknown,Unknown,0,1
1082524,Retreat in Williamsburg,22731046418,verified,Abraham,Brooklyn,Williamsburg,40.71492,-73.95935,United States,US,True,strict,Entire home/apt,2007.0,0.49913043478260877,$64 ,0.17865463016889926,0.234375,6/17/2019,2.19,3.0,1.0,0.09411445619745051,"Leave shoes by door No strong scents (perfumes, hair sprays, etc.) No events, drunkenness, or loud music No noise in the stairway",Unknown,0,1
1083629,Cozy BR in Wiliamsburg 3 Bedroom,26995415534,verified,Bruce,Brooklyn,Williamsburg,40.71165,-73.96087,United States,US,False,moderate,Private room,2003.0,0.9417391304347826,$227 ,0.17850902737332558,0.1953125,6/22/2019,1.86,5.0,4.0,0.04773528614049363,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",Unknown,1,1
1085838,Classic Artist Loft Williamsburg,85684057000,verified,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,United States,US,True,strict,Private room,2009.0,0.054782608695652185,$23 ,0.17850902737332558,0.1513671875,6/13/2019,1.61,2.0,1.0,0.007594250067805805,Unknown,Unknown,2,1
1087495,"Sunny, clean 1 bdrm in W. Village",75987317883,verified,James,Manhattan,West Village,40.73226,-74.00401,Unknown,Unknown,Unknown,Unknown,Entire home/apt,2018.0,0.5982608695652174,$148 ,0.18462434478741993,0.130859375,Unknown,1.24,3.0,1.0,0.11825332248440468,Unknown,Unknown,0,1
1089704,CENTRAL PARK LOFT all for YOU,82585795978,verified,Eddy,Manhattan,Upper East Side,40.77456,-73.95323,Unknown,Unknown,Unknown,Unknown,Entire home/apt,2014.0,0.6208695652173913,$153 ,0.17821782178217824,0.228515625,6/8/2019,2.6,5.0,2.0,0.09845402766476812,Unknown,Unknown,0,1
1090256,Indie-Chic Share In Williamsburg,1595619477,unconfirmed,Darcy,Unknown,Williamsburg,40.71088,-73.95055,Unknown,Unknown,Unknown,Unknown,Private room,2022.0,0.8434782608695652,$204 ,0.17865463016889926,0.197265625,5/28/2019,1.86,5.0,2.0,0.10496338486574451,"No smoking in the apartment, even with the windows open. No excessive cologne/perfume. Please take off your shoes on the landing and don't wear any outdoor shoes inside. No food in the bedroom, please. No food or drinks in the music room. Be considerate of the neighbors; no excessive noise, and keep quiet after 9pm. Please tell me if anything gets broken in the apartment. Talk to me first if you want to hold Yggy. Don't open the terrarium before we talk. No overnight guests.",Unknown,1,1
1090809,"A room w/ a Manhattan view, longer stay",973585651,unconfirmed,Dominik,Queens,Sunnyside,40.74559,-73.92313,Unknown,Unknown,Unknown,Unknown,Private room,2018.0,0.26521739130434785,$71 ,0.1824403028538148,0.02734375,4/12/2019,0.26,1.0,1.0,0.10984540276647682,"- We have a very friendly cat and two chickens (in our outdoor coop in the back of the yard). Chickens and cat will be cared for/fed ( including cat litter box) by a pet sitter through a private basement entrance. We just ask that you let our indoor/outdoor cat in and out when you are home and please enjoy our fresh ""daily"" eggs.",Unknown,2,1
1091361,"Private, Large & Sunny 1BR w/W&D",86944769515,verified,Aldus,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Unknown,Unknown,Unknown,Unknown,Entire home/apt,2008.0,0.16869565217391305,$49 ,0.1783634245777519,0.3017578125,6/22/2019,,4.0,2.0,0.04854895579061568,"Please keep cats out of bedrooms and bathroom, by keeping those doors closed.  Don't let cats outside the apartment.  No smoking.  Make sure front door is locked when you come in.",Unknown,2,1
1092466,Charming & Cozy midtown loft any WEEK ENDS  !!!,3310140241,verified,Luke,Manhattan,Upper East Side,40.76123,-73.9642,United States,US,False,flexible,Entire home/apt,2021.0,0.782608695652174,$190 ,0.18986604542807223,0.00390625,9/23/2016,,1.0,1.0,0.0935720097640358,Please be respectful.  Keep noise to a minimum after 9pm. No Smoking. No recovering patients from medical procedures. Thanks!,Unknown,1,1
1093018,* Spacious GARDEN Park Slope Duplex* 6 people max,61571782497,verified,Nicole,Brooklyn,Gowanus,40.66858,-73.99083,United States,US,False,strict,Entire home/apt,2021.0,0.2817391304347826,$75 ,0.19903902154921377,0.078125,7/6/2019,,2.0,1.0,0.01681583943585571,"No candles, smoking or flame of any kind is allowed.  No pets and please be sensitive to the environment and our bills by turning off lights, heat and water when not in the apartment.",Unknown,2,1
1093570,Convenient cozy cheap apt Manhattan,29280666536,unconfirmed,Agata,Manhattan,Harlem,40.82704,-73.94907,United States,US,False,flexible,Entire home/apt,2011.0,0.28260869565217395,$75 ,0.23209085614443797,0.001953125,11/2/2015,,4.0,1.0,0.021697857336588015,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",Unknown,2,1
1094122,Parlor Room In Victorian Townhouse,45745264571,Unknown,Heather,Unknown,Clinton Hill,40.68843,-73.96408,United States,US,True,strict,Private room,2004.0,0.7608695652173914,$185 ,0.19976703552708214,0.287109375,6/24/2019,,3.0,3.0,0.08706265256305941,Unknown,Unknown,1,1
1094675,House On Henry (2nd FLR Suite),44408473243,Unknown,James,Brooklyn,Carroll Gardens,40.6783,-74.00135,United States,US,False,moderate,Entire home/apt,2008.0,0.6886956521739132,$168 ,0.21782178217821785,0.146484375,6/18/2019,1.4,5.0,3.0,0.040954705722809875,"-Please no pets -Quiet hours are from 10pm - 8am -No smoking inside, outside is fine -Please be respectful of the place, and cleaning up after yourself",Unknown,1,1
